keyword,tweet_id,category,text,date,retweet_count,geo,coordinates,place_id,place_centroid,place_country,place_country_code,place_full_name,place_name,place_type
burn,1.13748E+18,NO,"@simon_rosenberg he may yet burn for his transgressions ..Matt 7:21

Roll on Judgement Day ..",6/8/2019 22:06,0,,,,,,,,,
burn,1.13748E+18,NO,"@solomongeorgio What a wonderful, existential, burn! Shame the target didn't understand it, and likely wouldn't have even if he did speak Arabic.",6/8/2019 22:06,0,,,,,,,,,
burn,1.13748E+18,NO,@blonde_quinn @MikeBates04 TBF we have a Christian nutter on our high street most days. Repent or burn in hell for all eternity,6/8/2019 22:06,0,,,,,,,,,
burn,1.13748E+18,NO,@korytellers @cperrymtss Taking care of ourselves and supporting teachers/educators to take the time to take care of themselves is critical. Developing a culture that works to avoid exhaustion and burn out is good for our profession and good for our kids.,6/8/2019 22:06,0,,,,,,,,,
burn,1.13748E+18,NO,"@BeckyLynchWWE @EdgeRatedR Sorry @EdgeRatedR, but you're going to need a lot of aloe for this one #BeckysStillTheMan #Burn #WhereInTheWorldIsBethPheonix https://t.co/PQEA72h7H8",6/8/2019 22:06,0,,,,,,,,,
burn,1.13748E+18,NO,"Наткнулся на свои старые фотки
Понял, что я отношусь к типу людей, которым стоило повзрослеть и сменить имидж https://t.co/XjF7JbYT0d",6/8/2019 22:06,0,,,,,,,,,
burn,1.13748E+18,NO,"Mama said
Burn your biographies
Rewrite your history
Light up your wildest dreams
Museum victories, everyday
We wanted everything, wanted everything",6/8/2019 22:06,0,,,,,,,,,
burn,1.13748E+18,NO,@Alpha65Lone @MichelleHaessl2 @atlharp @SdDerscot @mercure_venus 3rd degree burn guy avi.   A tad over 300 followers talking shit.    Ignore it.    Don’t take the bait.,6/8/2019 22:06,0,,,,,,,,,
burn,1.13748E+18,NO,"Fun fact. 

Sitting in a hot bath or Sauna to sweat for 15-20 minutes can burn 500-700 calories. 

Been in the bath for 3 hours.  (J/k)",6/8/2019 22:06,0,,,,,,,,,
burn,1.13748E+18,NO,@MatthewDrakely @Void_Burn https://t.co/MVrJdJOnhm,6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,@madurahd @JustWentViralYo Instead of airdrops they will burn coins.,6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,"@brianstelter @Acosta @ReliableSources I'VE SEEN THINGS YOU PEOPLE WOULDN'T BELIEVE 

NUT COAL ON FIRE IN THE PARLOR STOVE 

I WATCHED EGG COAL BURN IN THE DARK NEAR THE HEART OF THE COAL REGION 

ALL THOSE MOMENTS WILL BE LOST IN TIME LIKE SHIP COAL DUMPED INTO THE NORTH ATLANTIC.",6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,"Zero fiddles as American elections burn. #RussianAgent or #SimpleCoward?
https://t.co/VwzXA4epYT",6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,All i do is work like im tryn burn calories,6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,"Goodnight to this boy and the rest of bts only, I hope all the mobbers burn in hell🥰🥰🥰🥰 https://t.co/N7hGVms2s5",6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,@rofitz22 @SteveStuWill Burn it all down.,6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,ISIS flag and Koran burn ! https://t.co/Vv7w1km6IH via @YouTube,6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,@whoTFisBeeJ Bruh go listen to it. First he said the first time he went to see Sheraine 2 niggas in black hoodies fucked em up. Later he was with the homies and robbed a house before he wemt to fuck sheraine and then another song he said he fucked her and heard Let It Burn,6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,俺は板橋区には住まない https://t.co/apHye3aDW0,6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,"anyway it's almost 90 degrees but you can bet ur ass that I, a pale bitch, am wearing a coat so I don't burn out here",6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,"@AtDisneyAgain No but I'm Orlando enough to let my dragon burn your Harry Potter house to the ground, roast marshmallows over the resulting fire, shape them into ears and sell the resulting treat for $20.",6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,@MatthewDrakely @Void_Burn Gosh listening to the evolution of it is actually impressive,6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,"@RANK10YGO although 99%'s opening is pretty meh, I really like that song. Burn is one of the best things to come out of ArcV and Teardrop is Teardrop.",6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,I read Bright We Burn by Kiersten White https://t.co/U5iNfPzyLr,6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,"Couldn’t be more proud of our Burn Boot Camp Warwick family for crushing the Gaspee 5k. Some ran their first 5k, some went from a walker to a runner,some beat their time, and some ran with their kids. It was an amazing day with many goals met. Proud Trainer here 💙 https://t.co/MmQCFc9ghm",6/8/2019 22:05,0,,,,,,,,,
burn,1.13748E+18,NO,"@tiny_burn YOU,",6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,@HFiskJohnson @MareaVerde_PA Then burn it,6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,@tiny_burn THESE EYES I'M,6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,@BistyCSRoss @MingGao26 Sink the SS GOP and burn the lifeboats.,6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,@Wakefield90 @Full10Yards Just like your takes? #burn,6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,"@Acosta I'VE SEEN THINGS YOU PEOPLE WOULDN'T BELIEVE 

NUT COAL ON FIRE IN THE PARLOR STOVE 

I WATCHED EGG COAL BURN IN THE DARK NEAR THE HEART OF THE COAL REGION 

ALL THOSE MOMENTS WILL BE LOST IN TIME LIKE SHIP COAL DUMPED INTO THE NORTH ATLANTIC. 

TIME TO DIE",6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,"Another post that doesn't fit the challenge, but here is my (spoiler free) review of Bright We Burn by Kiersten White https://t.co/00Ogb07AXJ https://t.co/Q84UEwJNoG",6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,"@genericgeekgirl Sorry to hear that, I've been having acid burn pain and let me tell ya pain is no fun!",6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,"@ReliableSources @Acosta @CNN @brianstelter I'VE SEEN THINGS YOU PEOPLE WOULDN'T BELIEVE 

NUT COAL ON FIRE IN THE PARLOR STOVE 

I WATCHED EGG COAL BURN IN THE DARK NEAR THE HEART OF THE COAL REGION 

ALL THOSE MOMENTS WILL BE LOST IN TIME LIKE SHIP COAL DUMPED INTO THE NORTH ATLANTIC. 

TIME TO DIE",6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,"@Acosta @CBSSunday @ReliableSources @brianstelter @CNN I'VE SEEN THINGS YOU PEOPLE WOULDN'T BELIEVE 

NUT COAL ON FIRE IN THE PARLOR STOVE 

I WATCHED EGG COAL BURN IN THE DARK NEAR THE HEART OF THE COAL REGION 

ALL THOSE MOMENTS WILL BE LOST IN TIME LIKE SHIP COAL DUMPED INTO THE NORTH ATLANTIC. 

TIME TO DIE",6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,"Me “I’m not gonna go inside until I burn like a crisp”

*burnt like a crisp*

Me “how in the world did this happen?”",6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,"Google Deploys Squads Of Firemen To Burn Offensive Books, Videos, Websites | The Babylon Bee https://t.co/KNKThjUZ9k",6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,"@Toure I’m towards the end of When They See Us part 4 and I truly hope everyone on the wrong side of this: (lawyers, CO’s who mistreated Korey and the officers that coerced those confessions) all burn in hell if there is one. These people are atrocious.",6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,世田谷区に出てくる奴はそんなに怖くないし、何なら肉弾戦持ち込めそうでラッキー https://t.co/bk6WNJLvL1,6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,@tiny_burn the colours are so nice !!!! chefs kiss,6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,Is it really a family reunion if your sister doesn't burn your nose before graduation? @lynne_kenzie,6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,I would burn the school to the ground https://t.co/WTl6QJsspl,6/8/2019 22:04,0,,,,,,,,,
burn,1.13748E+18,NO,"38階の雑魚倒した時にでる
ホライズンレーザーあるじゃないすか、
あれ、よーくみると雑魚もくらってるの。",6/8/2019 22:03,0,,,,,,,,,
burn,1.13748E+18,NO,"Bad round for the squad. Noah lost to @collinsmullen on Dredge and Anna got thrashed by Burn. 

@NoahStrasler 11-4
@annajanemtg 8-7",6/8/2019 22:03,0,,,,,,,,,
burn,1.13748E+18,NO,y’all .... reneé is absolutely incredible as regina like the note she hit in world burn was even higher than the original note and she portrayed regina so well im literally in shock,6/8/2019 22:03,1,,,,,,,,,
burn,1.13748E+18,NO,@Goldfield For real. Sat down in my whip and go the sickest burn from my seatbelt buckle,6/8/2019 22:03,0,,,,,,,,,
burn,1.13748E+18,NO,Don't burn your opportunities for a temporary comfort. #160of365 #wordporn #wordstoliveby #keepgoing https://t.co/4G09y4lhzM,6/8/2019 22:03,0,,,,,,,,,
burn,1.13748E+18,NO,"@Isobel_waby After you wiv the rolled up £50, we can always burn the evidence in front of some lazy bastard that sleeps on the streets, of course I don't need drugs to be a complete c***, it comes quite naturally, they just make the spliff more spiffing what?",6/8/2019 22:03,0,,,,,,,,,
burn,1.13748E+18,NO,I went out last night and it made me realise just how fast introverts burn out compared to extroverts. It took me one 3 hour night and I'm still exhausted the next day while it took my mom literally all week to feel the same way.,6/8/2019 22:03,0,,,,,,,,,
burn,1.13748E+18,NO,"@RealAnonpanda Uh, what happened there? Wiki burn?",6/8/2019 22:03,0,,,,,,,,,
burn,1.13748E+18,NO,Shit ain burn at all ? https://t.co/bbFc1fbZxu,6/8/2019 22:03,0,,,,,,,,,
burn,1.13748E+18,NO,"Gonna burn some incense
and see what rubbish is
on TV.",6/8/2019 22:03,0,,,,,,,,,
burn,1.13748E+18,NO,@Sloow_Burn I know our wives hate how we hype each other 🤣🤣,6/8/2019 22:03,1,,,,,,,,,
burn,1.13748E+18,NO,"So apparently, red-heads burn easy?",6/8/2019 22:03,0,,,010ae0c9649abd78,"-96.97304183948195,37.6954545",United States,US,"Augusta, KS",Augusta,city
burn,1.13748E+18,NO,@catturd2 They'll burn in hell one day.  She can be president down there instead.,6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,Will I return or will I burn,6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,"@LouiseMensch @VAL_MAYNARD @GeorgieRabbits @911CORLEBRA777 @roxydavis99 @KingSalman @RusEmbUSA @jaredkushner @GenFlynn @DonaldJTrumpJr @AlanDersh @FBI They have to get counseling &amp; time being exposed to it is very limited, sometimes done by special units/persons to limit exposure. High burn out rate in child crime divisions in LE.",6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,"@PastelPunkhead Huh... donuts are her problem? Maybe she should play drums with Tomoe, that way she’ll burn it all off like Ako!",6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,"@ToeEbert @Just4TheCause @doritmi And also asking Dr William Thompson lead scientist at the CDC, along with his team, to shred data and burn it in trash cans. This data showed a link between MMR and autism especially higher in black boys before 36 months.Thompson saved his data and gave it to Bill Posey et al",6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,Just saw sun tan city has 20 cent tans... go burn ur buns,6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,@TheKateEmerald Yea I need a nap after all this news so my eyes don't burn out on Twitter....but I am about to delete my current CC bathing suits and make my Sims for this pack!,6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,I will burn all the oui oui armys bread.,6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,It’s officially “burn your hands with the steering wheel” season 🥵 ☀️ 🚗,6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,@urfemmebot These were a serve until you touched it and your hand got a second degree burn,6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,"Sobre esse 3x1 de #TheHandmaidsTale 
Isso não foi uma Episodio foi uma obra prima, a serie do milênio meus irmões!
Que serie meus amigos, que serie!! 👌🏾😻👏🏾👏🏾👏🏾👏🏾

BURN, MOTHERFUCKER, BURN!! https://t.co/tgzCiMHlge",6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,@bexchangewords That was definitely a tough one - was itching to play the league content! Now I'm all ready to burn my enemies for Her Embrace. :P https://t.co/LthdqJBeXv,6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,"And I therefore proceeded to burn her, feed her to my boyfriend and try to tell him they were terrible even tho he clearly enjoyed them",6/8/2019 22:02,0,,,,,,,,,
burn,1.13748E+18,NO,In one lifetime you will love many times but one love will burn your soul forever.,6/8/2019 22:01,0,,,,,,,,,
burn,1.13748E+18,NO,"Step 1 pick out fun clothes 
Step 2 fun cocktail by water 
Step 3 burn one.
Step 4 find delicious grub
Step 5 fun dive bar for a bit 
Step 6 oh hell your no longer in charge of good decisions!
#enjoycle https://t.co/6SlqyyjcZK",6/8/2019 22:01,0,,,,,,,,,
burn,1.13748E+18,NO,@DrNealHouston @rmack2x @realDonaldTrump It's about time we stop aid to countries who burn our flag and shout DEATH TO AMERICA.,6/8/2019 22:01,0,,,,,,,,,
burn,1.13748E+18,NO,"Oh you will learn Chuck D
Or you will burn
I do not own the rights https://t.co/LF8DVGNTRY",6/8/2019 22:01,0,,,,,,,,,
burn,1.13748E+18,NO,"グランよぉ。
こいつらはジェミニストームを倒した、イプシロンとも引き分けた。
お前らとやった後、まだまだ強くなるかもしれねぇ。
だからどれだけ面白い奴らか近くで見てやろうと思った。",6/8/2019 22:01,0,,,,,,,,,
burn,1.13748E+18,NO,@MatthewDrakely @Void_Burn One of mine is the chocobo riding theme in ffxiv,6/8/2019 22:01,0,,,,,,,,,
burn,1.13748E+18,NO,I promise that I'm bout to burn this shit 🔥,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,"❝  I go by many names, the Devil, Satan, and so so many.  

You can call me, Lucifer Morningstar.  ❞

A cigarette appeared out of no where, and he lights up his fingers to burn the cigarette. https://t.co/LfPCgWb1Ey",6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,@soobitch_ DID YOU BURN UR FINGERS?? 🥺🥺 GO TO BED HHH,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,"@JTisWolf @StairwayUnicorn @washingtonpost @OceanKeltoi blink blink

Why liberals so bad at figuring out what constitutes a burn? Like, have they been molesting language so long they're no longer able to even handle it appropriately?",6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,Wild parsnip can cause second-degree burns when its sap makes contact with skin and is then exposed to sunlight. It could result in a severe chemical burn that can take weeks to heal. https://t.co/5xlgIxui4V,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,Picture to burn https://t.co/zeHPw96EWT,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,"@tiny_burn HEAVY BREATHING,,,,,,,,",6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,Pakistanis burn our flag in protest of us taking away their free money they use to invest in terrorism. https://t.co/BtXp2XrkgN,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,"STABILITY BALL KNEE TUCKS | 6.9.19

Get ready for a core burn! If you do not have a stability ball, use TRX bands or rings. If you don’t have those, elevate your feet on a chair/bench and do alternating knee tucks.

#100RepsADay CHALLENGE

https://t.co/9WF5pCwXdc https://t.co/t1j2TwtLW3",6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,"@News24 @BISouthAfrica The walls are really closing in on hauwei.
If they just kept it moving and not burn bridges with Apple.🤷🏽‍♂️",6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,ふぁー…おはようさん 今日もダイエット頑張ろうな！,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,ただ俺は、念じれば朝起きれる──お前らも起きろ。,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,"This is so sad! How can you be the core of re-invigorating the Citizen Maker, provide many creative topics &amp; technologies then crash and burn so badly! I agree with @jeriellsworth's comment on all those corporate technology companies that wouldn't  extend a helping hand too #tech https://t.co/ubAiZUDxcu",6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,コケコッコー…なんだ？俺の美声で起こしてやってるのになんだその目は！,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,third balcony seats for burn this are not bad at all. especially when adam driver puts the kimono on. you get a nice clear view of all that definition.,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,How Many Calories Can You Burn in an Aquafit Class? https://t.co/TKGFFLQaED #Senior #SeniorCare #Health https://t.co/3tuLJKaPah,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,今朝もガゼルは愛らしい,6/8/2019 22:00,0,,,,,,,,,
burn,1.13748E+18,NO,https://t.co/1RlkU88JRV,6/8/2019 22:00,0,,,,,,,,,
alarm,1.13748E+18,NO,sunday na sunday TUMUNOG ALARM KO PAKSHET GOOD MORNING,6/8/2019 22:07,0,,,,,,,,,
alarm,1.13748E+18,NO,7:00 a.m. alarm is on 💔 https://t.co/GziZ349zLf,6/8/2019 22:07,0,,,,,,,,,
alarm,1.13748E+18,NO,nak set alarm but i deleted the alarm app Ok,6/8/2019 22:07,0,,,,,,,,,
alarm,1.13748E+18,NO,Σαν σήμερα: Το 1916 ο Συμμαχικός στόλος δίνει τηλεσίγραφο στον Ζαΐμη https://t.co/6XJQvBLfXP https://t.co/7ChMU15uRZ,6/8/2019 22:07,0,,,,,,,,,
alarm,1.13748E+18,NO,@MusBeNyce emmy just recently started waking us every morning.. i feed him at 530 before i got to work so he’s just an extra alarm clock but on weekends he’s annoying lol,6/8/2019 22:07,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
alarm,1.13748E+18,NO,"I seriously... Just slept for 15 hours. 
Thank God I didn't have to go to work today. My phone died, so the alarm never woke me up, and I just kept sleeping 😅",6/8/2019 22:07,0,,,,,,,,,
alarm,1.13748E+18,NO,"Taehyung awoke to his alarm blaring in his ear. Not even bothering to open his eyes, he reached up to his end table and slammed his hand around until he successfully turned the alarm off.

#taekookau #kookv",6/8/2019 22:06,0,,,,,,,,,
alarm,1.13748E+18,NO,@NwanyiSmall7237 Says the girl whose alarm never works,6/8/2019 22:06,0,,,,,,,,,
alarm,1.13748E+18,NO,I do mean to alarm you but somebody at this festival is walking around with a similar mask and I was the only one who saw it. I'm definitely haunted. DID I NOT WARN YE https://t.co/5EL2t75TXs,6/8/2019 22:06,0,,,,,,,,,
alarm,1.13748E+18,NO,Hi goodmorning not to alarm yall but it's been a year since taekook posted a selca:((( when will:((( https://t.co/0xkzyRmZjC,6/8/2019 22:06,0,,,,,,,,,
alarm,1.13748E+18,NO,"いつもこの位の睡眠をとりたい

Analysis by Sleep Cycle alarm clock. Download here: https://t.co/pRkxD7cBHc https://t.co/FRMzXqPeyf",6/8/2019 22:06,0,,,,,,,,,
alarm,1.13748E+18,NO,نسيت وقت الـalarm اللي كنت احطه! :),6/8/2019 22:06,0,,,,,,,,,
alarm,1.13748E+18,NO,@taekookerr @jeonthevil @starrymochi_ @whoseoktu Tinanın gözlerini kapatın kırmızı alarm küçük çocukları aradan alalım,6/8/2019 22:05,0,,,,,,,,,
alarm,1.13748E+18,NO,Alarm On,6/8/2019 22:05,0,,,,,,,,,
alarm,1.13748E+18,NO,"①I thought about you all the time.
訳:あなたのこと、ずっと考えてたわ
②In case of fire, the fire alarm will go off.
訳:火災のときは火災報知器が作動します",6/8/2019 22:05,0,,,,,,,,,
alarm,1.13748E+18,NO,"@FUT_Economist They play that clip of Mighty Ducks 2, where they hit that guys car, the alarm goes off. “You kids... alley-oop” then he kicks the ball back into play and we resume. Or something along those lines",6/8/2019 22:05,0,,,,,,,,,
alarm,1.13748E+18,NO,'Reaching end game': New paper on climate change raises alarm - Aljazeera https://t.co/Kfuj0gSB9F,6/8/2019 22:04,0,,,,,,,,,
alarm,1.13748E+18,NO,I gotta wake up by midnight. I hope alarm wakes me up this time around,6/8/2019 22:04,0,,,,,,,,,
alarm,1.13748E+18,NO,"@gabgxb Sikat gigi, cuci muka, pasang alarm terus matiin hp, berdoa, merem sambil ngehalu sampe tidur ☹️",6/8/2019 22:04,0,,,,,,,,,
alarm,1.13748E+18,NO,Alarm on😩.,6/8/2019 22:04,0,,,,,,,,,
alarm,1.13748E+18,NO,"@elonmusk can Tesla please add ability to watch Sentry mode alarm event videos right on the Tesla Screen? Separately, sending events to iPhone App would top things off. 😎 thank you!",6/8/2019 22:04,0,,,,,,,,,
alarm,1.13748E+18,NO,Ngeset alarm jam 3 bangun jam 5. Apaan aku ini,6/8/2019 22:04,0,,,,,,,,,
alarm,1.13748E+18,NO,Ridiculously stupid o'clock alarm tomorrow so I can stare jealously at other people racing.,6/8/2019 22:04,0,,,,,,,,,
alarm,1.13748E+18,NO,Non Lethal Self Defense Pepper Spray Stun Gun Personal Alarm Security Protection Best Ever ! $39.95 #selfdefense #personalprotection #selfprotection https://t.co/ubRw98CX2l https://t.co/8Yk51F7F1x,6/8/2019 22:04,0,,,,,,,,,
alarm,1.13748E+18,NO,@tafkam08 I'm sorry to alarm I better delete this! I was referring to his advice that everyone should move frequently. Thank you for your concern and I apologise for the miscommunication!,6/8/2019 22:04,0,,,,,,,,,
alarm,1.13748E+18,NO,4:48am suddenly woke up without any alarm and turn on the phone and check the Vlive app. I can't believe my feeling https://t.co/5BJnmZoW29,6/8/2019 22:03,0,,,,,,,,,
alarm,1.13748E+18,NO,@DelSchilling @tonyenos Del I hate to alarm you but this duck will now be in my nightmares to ight,6/8/2019 22:03,0,,,,,,,,,
alarm,1.13748E+18,NO,Don’t mean to alarm anyone but Jack Mayfield’s current batting average is .69 https://t.co/IRvAQ0TryJ,6/8/2019 22:03,0,,,,,,,,,
alarm,1.13748E+18,NO,"We shut down the alarm and turned on the all-all-all signal. Excellent. Good.Very good my,Good.Good.Very-Good.Very-Excellent. My lord.Good.",6/8/2019 22:03,0,,,,,,,,,
alarm,1.13748E+18,NO,Great musicians DBA (doing business as) as Denver Burglar Alarm (DBA) @breckbrew #outsideconcert #summertimeandthelivingseasy @ Breckenridge Brewery https://t.co/rLvlpX2jCN,6/8/2019 22:03,0,"39.59363571,-105.0250914","-105.0250914,39.59363571",910868722e1e4825,"-105.00682196308365,39.597516999999996",United States,US,"Littleton, CO",Littleton,city
alarm,1.13748E+18,NO,Alarm on💔,6/8/2019 22:03,0,,,,,,,,,
alarm,1.13748E+18,NO,@ekonomikocu Alarm lari kurdum ciktim artik ne zaman gelirse hedefe 😥,6/8/2019 22:03,0,,,,,,,,,
alarm,1.13748E+18,NO,@chrlnjune dahil sa pukininam na alarm,6/8/2019 22:03,0,,,,,,,,,
alarm,1.13748E+18,NO,"I don’t know who needs to hear this, but if you fall asleep using your @Apple air pods for music, your very important morning alarm will also play through them after they’ve fallen out during the night. https://t.co/7tCVANeRsF",6/8/2019 22:02,0,,,4a9aecc7ad6b85e6,"-93.77232052817908,41.56425725",United States,US,"West Des Moines, IA",West Des Moines,city
alarm,1.13748E+18,NO,@Dr_Warodi Does it matter in any way since the case is not dead it goes on on cause for alarm,6/8/2019 22:02,0,,,,,,,,,
alarm,1.13748E+18,FIRE,Units responding to a report of a Fire Alarm on North Sam Houston Pkwy East     - in Houston,6/8/2019 22:02,0,,,,,,,,,
alarm,1.13748E+18,NO,6 AM alarm on.. https://t.co/HK75jcwC88,6/8/2019 22:02,1,,,,,,,,,
alarm,1.13748E+18,NO,Mas nauuna talaga akong magising kaysa sa alarm ko e.,6/8/2019 22:02,0,,,,,,,,,
alarm,1.13748E+18,NO,buarada her salı 13:36 da çalan alarm ve benim yeniden doğusum 🙏😍 https://t.co/qCEeW1FvBT,6/8/2019 22:02,0,,,5e02a0f0d91c76d2,"28.843182872511495,41.054193350000006",Turkey,TR,"İstanbul, Türkiye",İstanbul,city
alarm,1.13748E+18,NO,"@Iuvhaechan dude same i literally set an alarm to wake up so i could check,, i cried",6/8/2019 22:02,0,,,,,,,,,
alarm,1.13748E+18,NO,it’s so hot out there that I opened the door for two seconds and the fire alarm went off,6/8/2019 22:02,0,,,,,,,,,
alarm,1.13748E+18,NO,Yawa ni akong alarm mura gyug mu bulag ako kalag skong lawas😡,6/8/2019 22:01,0,,,,,,,,,
alarm,1.13748E+18,NO,I should really start sleeping more than like 5 hours a night. Today I woke up completely confused for 5 minutes straight before remembering why the fuck is the alarm ringing...,6/8/2019 22:01,0,,,,,,,,,
alarm,1.13748E+18,FIRE,"17:40:03 06-08-19 box:  89-208  FIRE ALARM NORTH FIRE TG  YORK COLLEGE GRANTLEY HALL,  850 GRANTLEY RD, SPRING GARDEN TWP,   cross streets:  BUTLER ALY / W SPRINGETTSBURY AVE  general fire  units:  FIRESTA892,E89-2,TK89-1 [1739] (106)",6/8/2019 22:01,0,,,,,,,,,
