;category;date;text;retweet_count;tweet_id
1830;ecoli;7/11/2019 16:21;"More proof that #AntimicrobialResistance is a #OneHealth issue. Environment and wildlife need to be addressed along with with prescribing practices in human &amp  vet med. #AMR

Australian seagulls carrying drug-resistant E.coli in superbug scare https://t.co/zSeWTijqK6";1.0;1.14935e+18
1148;water and sanitation;7/6/2019 5:44;"Today, *@rotary and *@usaid are empowering Ghanaians to drop these figures under this project.

#Water
#Sanitation
#Hygiene
#WASH https://t.co/lPn4FfCH0q";1.0;1.15e+18
3124;water contamination;7/23/2019 0:09;*@FireAngel Because their mind set is that it wasn't their fault, and they were merely following SOP. Time for the Mgmt to be changed as it hv failed to ensure its water source is monitored &amp  safe fr contamination elements. They are just giving lame excuses to cover for their poor mgmt.;0.0;1.15346e+18
4600;water contamination;7/9/2019 19:13;Denver Rubber Company offers #Waterjet Cutting that can be used to cut a vast range of materials. #Cork, #foam, #rubber, #foils, and other materials are cut using water only and without Garnet abrasives, which can cause contamination. https://t.co/7QMe9ePNVj;0.0;1.15e+18
2225;water contamination;7/23/2019 0:50;*@MambangStory *@cheqlani Many times before the water plants were shut down due to related contamination of fuel/smell. But no actions by the authorities &amp  culprits were not identified. Why is that? MACC need to investigate. *@mpklang;0.0;1.15347e+18
410;water bacteria;8/5/2019 21:20;"*@RaidersViking ""Holy water"" is just water purified by silver (or copper), or colloidal silver, as it is called (water with silver in it).

Silver and copper kills all bacteria. So it is pure and safe. This is why you have all those fountains with (copper) coins in them in old cities and towns.";2.0;1.15849e+18
2322;dry well;7/15/2019 3:20;*@BeigeFrequency *@ChipChipperson Hard to say whether they are laughing with him or at him. What caused Norton to lose his soul? Was it a lust for money, a status he will never achieve, a deeper battle with his own faggotry? Or is the creative well just completely dry?;0.0;1.15e+18
3413;dry well;7/20/2019 6:00;Dry Shampoo kamu baru aja habis? Well, no worries karena booth *@colabhairid akan ada di #JakartaXBeauty2019! Di sini kamu bisa belanja produknya dengan diskon spesial dan main spin the wheel. Kamu juga bisa Meet &amp  Greet sama *@joviadhiguna! FUN! https://t.co/1hM0NluXX2;1.0;1.15246e+18
730;algae bloom;7/12/2019 14:00;"These toxic #algaebloom began 2-3 weeks ago as an ongoing result of the large amounts of nutrients, #pesticides, and #fertilizers released into the Bonnet Carre Spillway opening from the record-high Mississippi River into Lake Pontchartrain.
https://t.co/Bpu0s5Yruo";0.0;1.14968e+18
2327;flash flood;7/21/2019 19:03;Flash Flood Watch for Cecil County until 8:00am Tuesday. https://t.co/0Ft6ePDAJt #mdwx;0.0;1.15302e+18
893;lead water;7/18/2019 22:00;*@MissieLDee I heard it this way: You can lead a teen to water but you can't make them think.;0.0;1.15197e+18
2658;chemical spill;7/14/2019 5:47;'Cause my style's like a chemical spill (05:47);0.0;1.15028e+18
1071;drought;7/14/2019 18:29;Itâs drought seasonðð© https://t.co/5OXyIcg4Kr;0.0;1.15e+18
263;water pollution;6/25/2019 14:22;hdl`GarethSimkins Interesting! Were Southern Water fiddling the figures as far back as 2012 and 2013? Because I'm almost 100% sure, even on the data reporting to the EA, they were still the worst performing English water &amp  sewerage company for pollution incidents, alongside South West Water;0.0;1.14e+18
3615;drought;6/25/2019 17:58;Maharashtra -Drought Drives Farmers With Cattle Into FodderÂ Camps https://t.co/1Cse2M9ROZ https://t.co/ZNFWkqJvjQ;0.0;1.14e+18
2716;water contamination;7/25/2019 14:44;*@TatiAmare As long as you understand the dynamics of cross-contamination and clean the sink and all areas where water slashes. Clean away .;0.0;1.1544e+18
739;algae bloom;7/12/2019 12:30;Not this year, hardly any P applied........Conditions right for blue-green algae bloom in Lake Erie, researchers predict https://t.co/LvNaSSw2VJ;0.0;1.14966e+18
319;algae bloom;7/17/2019 18:16;*@Greg0wen Isn't that algae bloom?;0.0;1.15156e+18
155;#wastewater;7/11/2019 14:18;"#TheWaterExpo will be having a totally revamped outdoor demo program this year! Bigger and better!
#wastewater #equipment #vacuumtruck #vactruck #hydroexcavation #hydrovac #municipalities #miami #florida #sewer #sewerinfrastructure #pipelinerehab #nozzles https://t.co/lk96X26bQN";0.0;1.15e+18
1560;water management;6/25/2019 1:05;As an environmental scientist, who moved to south Florida initially, to work for the South Florida Water Management District, I canât tell you how disappointed I am to see people bewildered that there is a fire in the Everglades. SMH.;3.0;1.14e+18
1497;drought;7/14/2019 14:37;https://t.co/hGlQJpmYny;0.0;1.15e+18
986;water pollution;7/25/2019 10:48;"""While overall demand for #water grows, the quantity of #wastewater produced and its overall pollution load are increasing, particularly in fast-growing cities in #China, #India and #Africa"", states new *@IWRA_Water -*@IISD_SDGs article by Ignacio Deregibus: https://t.co/X3PogQ7a6L https://t.co/RRPIPmSiln";0.0;1.15434e+18
973;water sewage;6/24/2019 22:48;Is that the same water you dump sewage in and ship coal through so other countries can use it to create electricity? Just curious. https://t.co/MW6oLXiUVn;0.0;1.14e+18
1018;drinking water;7/23/2019 8:41;*@La__Belle1 if your pee is red then youâre drinking too much water;0.0;1.15359e+18
2562;chemical spill;7/20/2019 6:00;Chemical Spill Kit to Expand Substantially Owing to Technological Innovations During 2018-2025 - Crypto News Today - Chemical Spill Kit to Expand Substantially Owing to Technological Innovations During ... - https://t.co/HXgqKk2h6S - from https://t.co/Nz7wE4YS8h;0.0;1.15246e+18
647;#drought;7/15/2019 0:52;Thank you to everyone in Stanthorpe for your tremendous hospitality this morning. And thank you for letting us tell your stories. #drought *@BreakfastNews https://t.co/iKQrlhePGW;6.0;1.15e+18
2140;oil spill;7/19/2019 17:42;*@TheDemCoalition *@realDonaldTrump *@GOPLeader Ask McCarthy about the Chevron oil spill in his District.;3.0;1.15227e+18
3817;flash flood;7/14/2019 13:59;NWS has issued a Flash Flood Warning for Forrest County until 12:00 PM;4.0;1.15e+18
2048;water sewage;6/21/2019 4:42;"#Water is a gift of #nature. Human hand cannot be permitted to convert this bounty into a curse, #oppression ââ said the #Supreme #Court in #Delhi #Water #Supply &amp  #Sewage #Disposal Undertaking vs #State of #Haryana (1996).
#indicanews
https://t.co/AgRA5sOHUX https://t.co/aaX2BbacmB";0.0;1.14e+18
706;#drought;7/15/2019 22:42;Country towns close to reaching 'day zero', as water supplies dry up in the drought - ABC News (Australian Broadcasting Corporation) #waterwise #drought  https://t.co/q5QQ8z0vLO;0.0;1.1509e+18
3725;flash flood;7/27/2019 2:14;Flash Flood Warning continues for Lodgepole NE until 10:30 PM MDT https://t.co/uXADqph4SV;1.0;1.15494e+18
190;lead water;7/20/2019 15:08;*@guntotingteabag *@PhloatinDave *@repborn *@SenRobCowles *@GovEvers Not just their streets, how much has the state given Milwaukee for water pipes? Arenât people in Milwaukee still crying about lead pipes?  Havenât people in the rest of the state paid for their own pipe replacements in their homes?;0.0;1.1526e+18
4173;flash flood;7/26/2019 1:34;my county has been on flash flood warning for the entirety of summer;0.0;1.15457e+18
1356;oil spill;8/7/2019 5:39;this. This is a fuckin oil spill ð­ð https://t.co/cQtrEQ6nb1;0.0;1.15898e+18
409;ecoli;7/11/2019 1:38;"*@GlobalBC #Vancouver #Hastings ""It's like the worst street in North America"" - DG.  Skid row in *@LAClippers has 55,000 FN homeless people!  Andy Bales, CEO of LA Union Rescue Mission lost part of his leg to staff/ecoli from contact while giving water!  Be better! https://t.co/UN3zzbeOz8";0.0;1.14913e+18
3013;dry well;7/21/2019 5:11;*@RobinEnochs *@DBZDoll Well, they tried calling them deplorables, and now we got like your Dr. Keep ur Dr again, I think their well has run dry.;0.0;1.15281e+18
4124;flash flood;7/26/2019 2:54;NWS Albuquerque NM issued a Flash Flood Warning for Bernalillo, NM. Expiring at 09:02 PM (Local);0.0;1.15459e+18
1273;water and sanitation;6/25/2019 11:15;"The U.S. government has removed most of the children from a remote Border Patrol station in Texas following reports that more than 300 children were detained there, caring for each other with inadequate food, water and sanitation.
https://t.co/ytbrA9D1fq";1.0;1.14e+18
280;industrial pollution;7/12/2019 23:41;*@NorthernMan5 *@Bobilly10 *@ultimateOne *@SomersetScouser *@robertdresser4 *@SJ0nfire335 *@MellowOchre *@chapman020 *@ElContador2000 *@dtb19711 *@derbyfile *@RL50031 *@JeSuisDog *@SuzieSzabo2 *@KTHopkins *@Kalimeralynn *@Lin46222208 *@Smileygirl19681 *@SueWhitaker11 *@Whistlingghost *@Testo_Squirrel *@TeddyHatesEU *@sylviajholmes *@LeaveEUOfficial *@WestmonsterUK *@GaynorBoughey1 *@FeistyRealist *@onlivvysfarm *@DVATW *@CllrBSilvester *@alison23761284 *@lorraineSW1 *@gerardjasper Exactly so! Where did they put their industrial revolution for instance? We paid the price, shortened lives due to overwork, underpay and pollution. Education was the bastion of those that lived in the South. My Family is from both areas so I see very clearly what has been done.;1.0;1.15e+18
1516;dry well;7/16/2019 17:19;Our guide, Henry Nkuwi gives us a break along the dusty road Ngorongoro Conservation Area to Serengeti National Park. Here in the rain shadow of the lush Ngorongoro Highlands the dry season is well under way and each passing... https://t.co/tgZEflWIXC;0.0;1.15118e+18
97;groundwater contamination;7/19/2019 10:49;EPA Proposes Cleanup for Groundwater Contamination at Superfund Site in San German, Puerto Rico...;0.0;1.15217e+18
372;water management;7/11/2019 15:45;Join 12 of our presenters at the Tailings 2019 conference to learn more about tailings management, Seepage Control, Dam Break Analysis and Hydraulics and Water Management in their upcoming presentations. #mining #tailings #Ausenco https://t.co/sjTGYYfduM;0.0;1.15e+18
1098;water pollution;7/25/2019 1:34;"What about the pollution caused by pool water treatment agents? Biqi agents to help you!

attentionï¼Hebei biqi import and export trading co. LTD

Whatâs App: +86 150 2813 8353       Email:DevinQin*@qianlongcarbon.com https://t.co/C6ycmlFirm";0.0;1.1542e+18
1660;water contamination;8/2/2019 17:16;A utility lobby group and environmentalists agree - relaxing #coalash rules could help keep coal plants alive. *@earthustice attorney says that raises climate concerns.  https://t.co/YITDuljqMV;0.0;1.15734e+18
707;water pollution;7/19/2019 20:16;"Banning plastic straws in the US does nothing towards the 90% of water pollution that comes from Asia.

Just sayin 

https://t.co/sGnpHaTBO0";1.0;1.15231e+18
2468;flash flood;8/7/2019 8:05;Flash Flood Watch for Dickinson, Geary, Morris and Lyon County in KS until 12:00pm Thursday. https://t.co/gSxWKIneD5 #kswx;0.0;1.15901e+18
503;dry well;7/27/2019 20:18;*@KevinMassare *@RyanLasal_RSN *@MSZWNY Well dry and wet MAC are two completely different preferences;0.0;1.15521e+18
177;#waterpollution;7/5/2019 19:41;#savetheoceans #waterpollution #plastic #plasticdamage https://t.co/eFCaz70MuK;0.0;1.15e+18
117;flash flood;6/25/2019 15:12;"[4:10pm] #TrafficRadioUpdates #AskLTR #ForAGreaterLagos
*Victoria Island*
The flash flood on Ozumba Mbadiwe is seriously impeding the flow traffic. https://t.co/gt5FoTHKRV";0.0;1.14e+18
1450;lead water;7/27/2019 2:51;*@JulianA10218725 *@Manuel39503599 *@DNC Q said, some will never awaken!  You can lead them to the water, but you cant make them drink!  ThanQ *@JulianA10218725;0.0;1.15495e+18
43;#flashflood;7/12/2019 9:23;A video from my #PhD #FlashFlood experiments two years ago. Here we are investigating the flood wave impact in a four-house urban settlement! #FlashFloodFriday #FlumeFriday https://t.co/fpfvkNSvbL;11.0;1.15e+18
29;#waterpollution;7/15/2019 9:16;"#repost protect.environment
ã»ã»ã»
People must open their eyes and see what they're doing to the planet!

#savetheplanet #zerowaste #environment #nature #ocean #cleanoceans #waterpollution #waste #saveouroceanâ¦ https://t.co/exgAe6ePVy";1.0;1.1507e+18
1519;lead water;7/26/2019 23:26;New Innovations May Lead To next generation instant hot water dispenser By 2031 Experts Find;0.0;1.1549e+18
3426;flash flood;7/27/2019 13:16;*@1AVintageAffair *@vegan_witch72 *@trishysunflower *@SeaWorld You got me. All I have to do with your vegan crowd is speak the truth or at least my view of it and enraged responses flow in like a flash flood. How could this be anything but hilarious?;0.0;1.1551e+18
2799;water contamination;7/24/2019 2:02;"Winter snow on roads canât be treated because everyoneâs worried about the dang salt going into the SALT WATER but weâve got shit in the water all over the coastline?  *@komonews ð¤·ð¼ââï¸ð¤¦ð¼ââï¸

Fecal contamination found at 41 percent of beaches in Wash. state https://t.co/hCxtn3DsvN";0.0;1.15385e+18
1211;lead water;7/14/2019 17:56;Yes we need to do. Water at growing our own! Letâs lead from the middle. #BeUncommon https://t.co/YHVsYg2YQr;0.0;1.15e+18
262;algae bloom;7/26/2019 12:12;"...through the water for muffling purposes.  which could explain the algae bloom
6) 2 underground fuel tanks like at gas stations
There could be additional machinery for HVAC purposes as well as a backup generator.  The man sized door is to the control room and switchgear access. https://t.co/uJOFpA5lVz";4.0;1.15473e+18
940;water management;8/4/2019 0:13;*@ewarren We need laws that makes Employees provide on site child care like they use too.  more money into education for more scientists,apprenticeships plumbing, waste management, construction, elevated pedestrian sidewalks more water transportation ðºð¸taxpayerâs$ is wasting #VoteBlue2020;0.0;1.15781e+18
